Time,PT.Motor.Trq,Car.v
472.06,155.2804413,72.78745188
472.07,155.4489441,72.89029764
472.08,155.61763,72.993164
472.09,155.7859955,73.09603723
472.1,155.9541931,73.19891733
472.11,156.1223755,73.30181116
472.12,156.2905121,73.40471872
472.13,156.4589996,73.50764002
472.14,156.6275177,73.61057504
472.15,156.7960968,73.71353067
472.16,156.9646912,73.81650003
472.17,157.1333771,73.91948313
472.18,157.3021851,74.02248682
472.19,157.470993,74.12551111
472.2,157.6400146,74.22854913
472.21,157.8092957,74.33160776
472.22,157.9789581,74.43468012
472.23,158.148819,74.53777307
472.24,158.3187714,74.64088663
472.25,158.4889069,74.74401392
472.26,158.6591797,74.84716181
472.27,158.8296051,74.95033029
472.28,158.9998932,75.05351938
472.29,159.1700134,75.15672907
472.3,159.3398285,75.25995935
472.31,159.5092621,75.3632171
472.32,159.6782532,75.46649545
472.33,159.8466187,75.56980127
472.34,160.0144196,75.67313455
472.35,160.1815338,75.77648843
472.36,160.3480072,75.87986978
472.37,160.5135956,75.9832786
472.38,160.6785431,76.08671487
472.39,160.8426208,76.19017862
472.4,161.0058289,76.29366983
472.41,161.1681824,76.39719537
472.42,161.3295593,76.50074152
472.43,161.4900818,76.60432199
472.44,161.6496277,76.70792993
472.45,161.8082886,76.81156534
472.46,161.9659729,76.91523508
472.47,162.1226959,77.01893228
472.48,162.2784576,77.12266382
472.49,162.4332428,77.22642282
472.5,162.5870972,77.33021616
472.51,162.7398987,77.43403696
472.52,162.8917236,77.53789209
472.53,163.0425262,77.64178155
472.54,163.1923676,77.74569849
472.55,163.341156,77.84964975
472.56,163.4889069,77.95363534
472.57,163.6356201,78.05764841
472.58,163.7812805,78.1616958
472.59,163.9259033,78.26578439
472.6,164.069397,78.36990045
472.61,164.2118378,78.47405084
472.62,164.3531342,78.57823556
472.63,164.4933929,78.68245462
472.64,164.6325073,78.78671487
472.65,164.770462,78.89100259
472.66,164.9071808,78.99533151
472.67,165.0428467,79.09969476
472.68,165.1772766,79.20409234
472.69,165.3104706,79.30852426
472.7,165.4424438,79.41299737
472.71,165.5731506,79.51750482
472.72,165.7026367,79.6220466
472.73,165.8308258,79.72663644
472.74,165.9577332,79.83125375
472.75,166.083313,79.93591226
472.76,166.2076111,80.04061197
472.77,166.3305511,80.14534601
472.78,166.4521637,80.25012124
472.79,166.5724182,80.35493768
472.8,166.6912994,80.45979532
472.81,166.8087921,80.56468728
472.82,166.9248352,80.66962045
472.83,167.0394745,80.77459481
472.84,167.1526642,80.87961038
472.85,167.2646179,80.98466027
472.86,167.3747253,81.08975824
472.87,167.4835358,81.1948974
472.88,167.5908661,81.30007089
472.89,167.6967163,81.40529245
472.9,167.8010559,81.5105552
472.91,167.9038696,81.61585229
472.92,168.0051575,81.72119744
472.93,168.1049194,81.8265838
472.94,168.203125,81.93201135
472.95,168.2997894,82.03748696
472.96,168.3948669,82.14299691
472.97,168.4883728,82.24855493
472.98,168.5803223,82.35415414
472.99,168.6707153,82.45980142
473,168.759491,82.56548303
473.01,168.8466492,82.6712127
473.02,168.9322052,82.77698358
473.03,169.0161285,82.88280252
473.04,169.0986481,82.98866265
473.05,169.1791077,83.09456399
473.06,169.2581635,83.20051339
473.07,169.3355408,83.30650399
473.08,169.4112549,83.41254266
473.09,169.4853668,83.51862252
473.1,169.557663,83.62475045
473.11,169.6279907,83.73091958
473.12,169.696579,83.83713677
473.13,169.7636566,83.94339517
473.14,169.8293762,84.04968789
473.15,169.8937988,84.15602181
473.16,169.957016,84.26239007
473.17,170.0190582,84.36879266
473.18,170.0799561,84.47523644
473.19,170.0813751,84.5817077
473.2,169.947052,84.68815835
473.21,169.5547485,84.79449227
473.22,168.8858795,84.9005378
473.23,167.9281616,85.00612328
473.24,166.6729126,85.11106332
473.25,165.1192322,85.21516564
473.26,163.272934,85.318238
473.27,161.1425781,85.42009499
473.28,158.7384949,85.52056496
473.29,156.072052,85.61946252
473.3,153.1554565,85.71661599
473.31,150.0014496,85.81186745
473.32,146.6231689,85.90507272
473.33,143.0341187,85.99607384
473.34,139.2480927,86.08475411
473.35,135.2789154,86.17098305
473.36,131.1409607,86.25463708
473.37,126.8486481,86.33559945
473.38,122.4182892,86.41378777
473.39,117.8680725,86.48909219
473.4,113.2155075,86.56144402
473.41,108.4774475,86.63077462
473.42,103.669838,86.69702904
473.43,98.80748749,86.7601661
473.44,93.90444183,86.82013772
473.45,88.97457123,86.8769233
473.46,84.05780029,86.93050912
473.47,79.1789856,86.98090203
473.48,74.34545898,87.02812951
473.49,69.56266022,87.07221215
473.5,64.83541107,87.11319115
473.51,60.16757202,87.15109399
473.52,55.56233978,87.18596184
473.53,51.02250671,87.2178428
473.54,46.55021667,87.2467643
473.55,42.14722061,87.2727813
473.56,37.81519699,87.29593499
473.57,33.5553894,87.3162803
473.58,29.36872864,87.33385842
473.59,25.25600815,87.34871743
473.6,21.21797943,87.36091225
473.61,17.25500488,87.37049096
473.62,13.36734772,87.37750161
473.63,9.555110931,87.38199914
473.64,5.818394661,87.38403847
473.65,2.157021046,87.38366082
473.66,-0.080309272,87.38093484
473.67,-4.971444607,87.37632058
473.68,-8.414896965,87.36893914
473.69,-10.00912094,87.35944283
473.7,-10.00003052,87.34939721
473.71,-10,87.33933098
473.72,-10,87.32924416
473.73,-10,87.31913674
473.74,-10,87.30902245
473.75,-10,87.2989013
473.76,-10,87.28878014
473.77,-10,87.27867272
473.78,-10,87.26857903
473.79,-10,87.25851281
473.8,-10,87.24847405
473.81,-10,87.23846276
473.82,-10,87.22849267
473.83,-10,87.21855691
473.84,-10,87.20866234
473.85,-10,87.19880898
473.86,-10,87.18901055
473.87,-10,87.17927392
473.88,-10,87.16958535
473.89,-10,87.15995171
473.9,-10,87.15035927
473.91,-10,87.14080804
473.92,-10,87.13128426
473.93,-10,87.12178109
473.94,-10,87.11229851
473.95,-10,87.10282281
473.96,-10,87.0933471
473.97,-10,87.08386452
473.98,-10,87.07437508
473.99,-10,87.06485818
474,-10,87.05532067
474.01,-10,87.04574883
474.02,-10,87.03613579
474.03,-10,87.02648843
474.04,-10,87.01679986
474.05,-10,87.00707009
474.06,-10,86.99729912
474.07,-10,86.98746636
474.08,-10,86.97758553
474.09,-10,86.96763604
474.1,-10,86.95761788
474.11,-10,86.94753106
474.12,-10,86.9373687
474.13,-10,86.92712395
474.14,-10,86.91677621
474.15,-10.00000095,86.90620873
474.16,-10.00000095,86.89527047
474.17,-10.00000191,86.88372796
474.18,-10.00000286,86.87126534
474.19,-10.00000286,86.85744317
474.2,-10.00000381,86.84173959
474.21,-10.00000381,86.82355035
474.22,-10.00000381,86.80224374
474.23,-10.00000381,86.77718804
474.24,-10.00000381,86.74776528
474.25,-10.00000286,86.71341241
474.26,-10.00000381,86.6736625
474.27,-10.00000191,86.6281379
474.28,-10.00000191,86.57655022
474.29,-10.00000095,86.51873467
474.3,-10,86.45464318
474.31,-9.999999046,86.38431008
474.32,-9.999999046,86.30785897
474.33,-9.999998093,86.22550957
474.34,-9.999997139,86.13752969
474.35,-9.999997139,86.04424889
474.36,-9.999996185,85.94604485
474.37,-9.999996185,85.84330209
474.38,-9.999996185,85.73643258
474.39,-9.999996185,85.62584832
474.4,-9.999996185,85.51193383
474.41,-9.999996185,85.39508736
474.42,-9.999996185,85.27565911
474.43,-9.999996185,85.15397866
474.44,-9.999997139,85.03034127
474.45,-9.999996185,84.90503533
474.46,-9.999996185,84.77830117
474.47,-9.999996185,84.65037225
474.48,-9.999996185,84.52143395
474.49,-9.999997139,84.39167169
474.5,-9.999997139,84.2612365
474.51,-9.999997139,84.13023827
474.52,-9.999995232,83.99879373
474.53,-9.999997139,83.86697839
474.54,-9.999997139,83.73486779
474.55,-9.999997139,83.60251687
474.56,-9.999997139,83.46997369
474.57,-9.999997139,83.33729318
474.58,-9.999997139,83.2045028
474.59,-9.999997139,83.07164376
474.6,-10.0000124,82.93873666
474.61,-9.999997139,82.80582269
474.62,-9.999997139,82.67294305
474.63,-9.999997139,82.54012521
474.64,-9.999997139,82.4074035
474.65,-9.999997139,82.27478479
474.66,-9.999997139,82.14228967
474.67,-9.999997139,82.00990441
474.68,-9.999992371,81.87763589
474.69,-9.999996185,81.74547723
474.7,-9.999996185,81.61342843
474.71,-9.999996185,81.4814689
474.72,-9.999996185,81.3496055
474.73,-9.999996185,81.21783136
474.74,-9.999996185,81.08614648
474.75,-9.999996185,80.95455774
474.76,-9.999996185,80.82307885
474.77,-9.999996185,80.69172357
474.78,-9.999996185,80.56050561
474.79,-9.999996185,80.42945932
474.8,-9.999996185,80.29859155
474.81,-9.999996185,80.16793664
474.82,-9.999996185,80.03752206
474.83,-9.999996185,79.90736841
474.84,-9.999996185,79.77749627
474.85,-9.999996185,79.64792627
474.86,-9.999996185,79.51867898
474.87,-9.999996185,79.38978189
474.88,-9.999996185,79.26123498
474.89,-9.999996185,79.13306573
474.9,-9.999996185,79.00528787
474.91,-9.999996185,78.8779014
474.92,-9.999996185,78.75091318
474.93,-9.999996185,78.62434381
474.94,-9.999996185,78.49817956
474.95,-9.999996185,78.37243417
474.96,-9.999996185,78.24708703
474.97,-9.999996185,78.12215188
474.98,-9.999997139,77.99760812
474.99,-9.999997139,77.87345575
475,-9.999997139,77.74968103
475.01,-9.999997139,77.62627023
475.02,-9.999997139,77.50322336
475.03,-9.999997139,77.38051294
475.04,-9.999997139,77.25814584
475.05,-9.999997139,77.1360946
475.06,-9.999997139,77.01435236
475.07,-9.999997139,76.8929191
475.08,-10.00001144,76.77176736
475.09,-9.999997139,76.65090402
475.1,-9.999997139,76.53030847
475.11,-9.999997139,76.40997385
475.12,-9.999997139,76.28989328
475.13,-9.999997139,76.17005991
475.14,-9.999997139,76.05045999
475.15,-9.999997139,75.9311004
475.16,-9.999997139,75.81196741
475.17,-9.999996185,75.69305414
475.18,-9.999997139,75.57435373
475.19,-9.999997139,75.45585931
475.2,-9.999997139,75.33757089
475.21,-9.999997139,75.21947473
475.22,-9.999997139,75.10157083
475.23,-9.999997139,74.98384546
475.24,-9.999997139,74.86629862
475.25,-9.999997139,74.74892343
475.26,-9.999997139,74.63170618
475.27,-9.999997139,74.51465372
475.28,-9.999997139,74.39775232
475.29,-9.999997139,74.28099512
475.3,-9.999997139,74.16437525
475.31,-9.999997139,74.0478927
475.32,-9.999997139,73.93154062
475.33,-9.999997139,73.81531214
475.34,-9.999997139,73.69919351
475.35,-9.999997139,73.58318476
475.36,-9.999997139,73.46727899
475.37,-9.999997139,73.35146936
475.38,-9.999997139,73.235749
475.39,-9.999997139,73.12011103
475.4,-9.999997139,73.00454859
475.41,-9.999997139,72.88906168
475.42,-9.999997139,72.77364344
475.43,-10.00001049,72.65830072
475.44,-9.999997139,72.54301294
475.45,-9.999997139,72.42779383
475.46,-9.999997139,72.31262278
475.47,-9.999997139,72.19750666
475.48,-9.999997139,72.08243174
475.49,-9.999997139,71.96739115
475.5,-9.999997139,71.85237802
475.51,-9.999997139,71.7373855
475.52,-10.00000668,71.62239298
475.53,-9.999997139,71.50740046
475.54,-9.999997139,71.39238733
475.55,-9.999997139,71.27733301
475.56,-9.999997139,71.16222376
475.57,-9.999997139,71.04704584
475.58,-9.999997139,70.93177866
475.59,-9.999997139,70.81640162
475.6,-9.999997139,70.70091471
475.61,-9.999993324,70.5852836
475.62,-9.999997139,70.46950831
475.63,-9.999997139,70.35356135
475.64,-9.999997139,70.23743586
475.65,-9.999997139,70.12112497
475.66,-9.999997139,70.0046081
475.67,-9.999997139,69.88787836
475.68,-9.999997139,69.77091517
475.69,-9.999997139,69.65371164
475.7,-9.999996185,69.5362678
475.71,-9.999997139,69.41856302
475.72,-9.999997139,69.30059733
475.73,-9.999997139,69.1823501
475.74,-9.999997139,69.06382136
475.75,-9.999997139,68.94501795
475.76,-9.999997139,68.82592615
475.77,-9.999997139,68.7065597
475.78,-9.999997139,68.58691859
475.79,-9.999997139,68.46700281
475.8,-9.999997139,68.34681238
475.81,-9.999997139,68.2263473
475.82,-9.999997139,68.10560755
475.83,-9.999997139,67.98457941
475.84,-9.999997139,67.86326289
475.85,-9.999997139,67.74164423
475.86,-9.999997139,67.61973032
475.87,-10,67.49749369
475.88,-9.999997139,67.3749412
475.89,-9.999997139,67.25205225
475.9,-9.999997139,67.12882685
475.91,-9.999997139,67.00524439
475.92,-9.999997139,66.88129801
475.93,-9.999997139,66.75698771
475.94,-9.999997139,66.63229975
475.95,-9.999997139,66.50722041
475.96,-9.999997139,66.38175654
475.97,-9.999997139,66.25589442
475.98,-9.999997139,66.12963404
475.99,-9.999997139,66.00297541
476,-9.999997139,65.87591853
476.01,-9.999997139,65.74846339
476.02,-9.999997139,65.62061686
476.03,-9.999997139,65.49238581
476.04,-9.99997139,65.36378397
476.05,-9.999999046,65.23480448
476.06,-9.999999046,65.10546793
476.07,-9.999999046,64.9757812
476.08,-9.999999046,64.84575114
476.09,-9.999999046,64.71539836
476.1,-9.999999046,64.58472972
476.11,-9.999999046,64.45375208
476.12,-9.999999046,64.3224792
476.13,-9.999999046,64.19092478
476.14,-9.999999046,64.05909571
476.15,-9.999999046,63.92699885
476.16,-9.999999046,63.79464793
476.17,-9.999999046,63.66205668
476.18,-9.999999046,63.52921824
476.19,-9.999999046,63.39615321
476.2,-9.999999046,63.26286158
476.21,-9.999999046,63.1293571
476.22,-9.999999046,62.99563975
476.23,-9.999999046,62.86172328
476.24,-9.999999046,62.72760768
476.25,-9.999999046,62.59329982
476.26,-9.999999046,62.45880656
476.27,-9.999999046,62.32414164
476.28,-9.999999046,62.1892982
476.29,-9.999999046,62.05428309
476.3,-9.999999046,61.91911006
476.31,-9.999999046,61.78377909
476.32,-9.999999046,61.64829707
476.33,-9.999999046,61.51267085
476.34,-9.999999046,61.37689357
476.35,-9.999999046,61.24098582
476.36,-9.999999046,61.10493388
476.37,-9.999999046,60.96875834
476.38,-9.999999046,60.83245234
476.39,-9.999999046,60.69602275
476.4,-9.999999046,60.55946956
476.41,-9.999999046,60.42279963
476.42,-9.999999046,60.28601985
476.43,-9.999999046,60.14912333
476.44,-9.999999046,60.01211696
476.45,-9.999999046,59.87500758
476.46,-9.999999046,59.73779521
476.47,-9.999999046,59.60047984
476.48,-9.999999046,59.46306834
476.49,-9.999999046,59.32556071
476.5,-9.999999046,59.18795695
476.51,-9.999999046,59.05025706
476.52,-9.999999046,58.91247478
476.53,-9.999999046,58.77459636
476.54,-9.999999046,58.63664241
476.55,-9.999999046,58.49859233
476.56,-9.999999046,58.36047359
476.57,-9.999999046,58.22226558
476.58,-9.999999046,58.08398204
476.59,-9.999999046,57.94562297
476.6,-9.999999046,57.80718837
476.61,-9.999999046,57.66867824
476.62,-9.999999046,57.53010631
476.63,-9.999999046,57.39146915
476.64,-9.999999046,57.25277019
476.65,-9.999999046,57.11400943
476.66,-9.999999046,56.97519717
476.67,-9.999999046,56.83632999
476.68,-9.999999046,56.69741473
476.69,-9.999999046,56.55844798
476.7,-9.999999046,56.41944003
476.71,-9.999999046,56.28038402
476.72,-9.999999046,56.14129024
476.73,-9.999999046,56.00215526
476.74,-9.999999046,55.86298595
476.75,-9.999999046,55.7237823
476.76,-9.999999046,55.58454089
476.77,-9.999999046,55.44526859
476.78,-9.999999046,55.30596195
476.79,-9.999999046,55.16662441
476.8,-9.999999046,55.02725597
476.81,-9.999999046,54.88786006
476.82,-9.999999046,54.74843669
476.83,-9.999999046,54.60898242
476.84,-9.999999046,54.46950069
476.85,-9.999999046,54.32999149
476.86,-9.999999046,54.19045482
476.87,-9.999999046,54.05089069
476.88,-9.999999046,53.91130252
476.89,-9.999999046,53.77168689
476.9,-9.999999046,53.63204723
476.91,-9.999999046,53.49238697
476.92,-9.999999046,53.35270267
476.93,-9.999999046,53.21299778
476.94,-9.999999046,53.07327228
476.95,-9.999999046,52.93352962
476.96,-9.999999046,52.79377323
476.97,-9.999999046,52.65400653
476.98,-9.999999046,52.51422611
476.99,-9.999999046,52.37444225
477,-9.999999046,52.23465152
477.01,-9.999999046,52.0948608
477.02,-9.999999046,51.95507007
477.03,-9.999999046,51.81528621
477.04,-9.999999046,51.67550922
477.05,-9.999999046,51.53574596
477.06,-9.999999046,51.39599643
477.07,-9.999999046,51.25626751
477.08,-9.999999046,51.11656261
477.09,-9.999999046,50.97688175
477.1,-9.999999046,50.83723522
477.11,-9.999999046,50.69761959
477.12,-9.999999046,50.55804859
477.13,-9.999999046,50.41851879
477.14,-9.999999046,50.27903705
477.15,-9.999999046,50.13961025
477.16,-9.999999046,50.00023838
477.17,-9.999999046,49.86093174
477.18,-9.999999046,49.72169033
477.19,-9.999999046,49.58252102
477.2,-9.999999046,49.44343067
477.21,-9.999999046,49.30441929
477.22,-9.999999046,49.1655006
477.23,-9.999999046,49.02667118
477.24,-9.999999046,48.88794132
477.25,-9.999999046,48.74931446
477.26,-9.999999046,48.61079403
477.27,-9.999999046,48.47239033
477.28,-9.999999046,48.33410679
477.29,-9.999999046,48.19595028
477.3,-9.999999046,48.0579208
477.31,-9.999999046,47.92003208
477.32,-9.999999046,47.78228069
477.33,-9.999999046,47.64467693
477.34,-9.999999046,47.50722767
477.35,-9.999999046,47.3699329
477.36,-9.999999046,47.23280293
477.37,-9.999999046,47.09584118
477.38,-9.999999046,46.95905109
477.39,-9.999999046,46.82243954
477.4,-9.999999046,46.68600994
477.41,-9.999999046,46.54976574
477.42,-9.999999046,46.41371723
477.43,-9.999999046,46.27786442
477.44,-9.999999046,46.14221073
477.45,-9.999999046,46.00676647
477.46,-9.999999046,45.87153164
477.47,-9.999999046,45.73650967
477.48,-9.999999046,45.60170399
477.49,-9.999999046,45.4671249
477.5,-9.999999046,45.33276898
477.51,-9.999999046,45.19864651
477.52,-9.999999046,45.0647575
477.53,-9.999999046,44.93110539
477.54,-9.999999046,44.7976936
477.55,-9.999999046,44.664529
477.56,-9.999999046,44.5316116
477.57,-9.999999046,44.39894482
477.58,-9.999999046,44.2665321
477.59,-9.999999046,44.13437687
477.6,-9.999999046,44.00248257
477.61,-9.999999046,43.87084919
477.62,-9.999999046,43.73948361
477.63,-9.999999046,43.60838581
477.64,-9.999999046,43.47755925
477.65,-9.999999046,43.34700734
477.66,-9.999999046,43.21673352
477.67,-9.999999046,43.08673436
477.68,-9.999999046,42.95702015
477.69,-9.999999046,42.82758747
477.7,-9.999999046,42.69843975
477.71,-9.999999046,42.56958043
477.72,-9.999999046,42.44100949
477.73,-9.999999046,42.31273037
477.74,-9.999999046,42.18474652
477.75,-9.999999046,42.05706135
477.76,-9.999999046,41.92967144
477.77,-9.999999046,41.80258023
477.78,-9.999999046,41.67579457
477.79,-9.999999046,41.54931103
477.8,-9.999999046,41.42313305
477.81,-9.999999046,41.29726407
477.82,-9.999999046,41.1717075
477.83,-9.999999046,41.04645649
477.84,-9.999999046,40.92152134
477.85,-9.999999046,40.79690205
477.86,-9.999999046,40.67259518
477.87,-9.999999046,40.54861104
477.88,-9.999999046,40.42494275
477.89,-9.999999046,40.30159718
477.9,-9.999999046,40.17857091
477.91,-9.999999046,40.05587079
477.92,-9.999999046,39.93349339
477.93,-9.999999046,39.81144559
477.94,-9.999999046,39.68972394
477.95,-9.999999046,39.56832844
477.96,-9.999999046,39.44726597
477.97,-9.999999046,39.3265331
477.98,-9.999999046,39.20613324
477.99,-9.999999046,39.08606641
478,-9.999999046,38.9663326
478.01,-9.999999046,38.84693524
478.02,-9.999999046,38.72787091
478.03,-9.999999046,38.60914647
478.04,-9.999999046,38.49075848
478.05,-9.999999046,38.37271039
478.06,-9.999999046,38.25500218
478.07,-9.999999046,38.13763387
478.08,-9.999999046,38.02060544
478.09,-9.999999046,37.90392033
478.1,-9.999999046,37.78757855
478.11,-9.999999046,37.67158009
478.12,-9.999999046,37.55592496
478.13,-9.999999046,37.44061658
478.14,-9.999999046,37.32565152
478.15,-9.999999046,37.21103665
478.16,-9.999999046,37.09676511
478.17,-9.999999046,36.98284032
478.18,-9.999999046,36.86926572
478.19,-9.999999046,36.75604131
478.2,-9.999999046,36.64316708
478.21,-9.999999046,36.53063962
478.22,-9.999999046,36.41846578
478.23,-9.999999046,36.30664212
478.24,-9.999999046,36.19517209
478.25,-9.999999046,36.08405225
478.26,-9.999999046,35.97328946
478.27,-9.999999046,35.86287686
478.28,-9.999999046,35.75282132
478.29,-9.999999046,35.64312284
478.3,-9.999999046,35.53377797
478.31,-9.999999046,35.42479016
478.32,-9.999999046,35.31615598
478.33,-9.999999046,35.20788228
478.34,-9.999999046,35.09996907
478.35,-9.999999046,34.99241292
478.36,-9.999999046,34.88521382
478.37,-9.999999046,34.77837865
478.38,-9.999999046,34.67190053
478.39,-9.999999046,34.56578633
478.4,-9.999999046,34.46003263
478.41,-9.999999046,34.35464284
478.42,-9.999999046,34.24961698
478.43,-9.999999046,34.14495504
478.44,-9.999999046,34.04065702
478.45,-9.999999046,33.93672292
478.46,-9.999999046,33.83315618
478.47,-9.999999046,33.72995336
478.48,-9.999999046,33.62712133
478.49,-9.999999046,33.52465322
478.5,-9.999999046,33.4225559
478.51,-9.999999046,33.32082593
478.52,-9.999999046,33.21946676
478.53,-9.999999046,33.11847837
478.54,-9.999999046,33.01785733
478.55,-9.999999046,32.91761052
478.56,-9.999999046,32.8177345
478.57,-9.999999046,32.7182327
478.58,-9.999999046,32.61910169
478.59,-9.999999046,32.5203449
478.6,-9.999999046,32.42196233
478.61,-9.999999046,32.32395398
478.62,-9.999999046,32.22631643
478.63,-9.999999046,32.12905996
478.64,-9.999999046,32.03217428
478.65,-9.999999046,31.93566968
478.66,-9.999999046,31.83953931
478.67,-9.999999046,31.7437866
478.68,-9.999999046,31.6484081
478.69,-9.999999046,31.5534107
478.7,-9.999999046,31.45879094
478.71,-9.999999046,31.36454885
478.72,-9.999999046,31.27068784
478.73,-9.999999046,31.17720792
478.74,-9.999999046,31.08410566
478.75,-9.999999046,30.99138105
478.76,-9.999999046,30.89904096
478.77,-9.999999046,30.80708196
478.78,-9.999999046,30.71550062
478.79,-9.999999046,30.62430379
478.8,-9.999999046,30.53348806
478.81,-9.999999046,30.44305341
478.82,-9.999999046,30.35300329
478.83,-9.999999046,30.26333768
478.84,-9.999999046,30.17404973
478.85,-9.999999046,30.08514974
478.86,-9.999999046,29.99663084
478.87,-9.999999046,29.90849988
478.88,-9.999999046,29.82075002
478.89,-9.999999046,29.73338468
478.9,-9.999999046,29.64640729
478.91,-9.999999046,29.55981443
478.92,-9.999999046,29.47360952
478.93,-9.999999046,29.38779256
478.94,-9.999999046,29.30236013
478.95,-9.999999046,29.21731565
478.96,-9.999999046,29.13265913
478.97,-9.999999046,29.04839056
478.98,-9.999999046,28.96451337
478.99,-9.999999046,28.88102415
479,-9.999999046,28.79792459
479.01,-9.999999046,28.71521642
479.02,-9.999999046,28.63289793
479.03,-9.999999046,28.55097082
479.04,-9.999999046,28.4694351
479.05,-9.999999046,28.38829076
479.06,-9.999999046,28.30754125
479.07,-9.999999046,28.22718313
479.08,-9.999999046,28.14722154
479.09,-9.999999046,28.06765306
479.1,-9.999999046,27.9884794
479.11,-9.999999046,27.90970228
479.12,-9.999999046,27.83132169
479.13,-9.999999046,27.75333765
479.14,-9.999999046,27.67575357
479.15,-9.999999046,27.59856603
479.16,-9.999999046,27.52178018
479.17,-9.999999046,27.4453943
479.18,-9.999999046,27.36941011
479.19,-9.999999046,27.29382761
479.2,-9.999999046,27.21865022
479.21,-9.999999046,27.14387624
479.22,-9.999999046,27.06950739
479.23,-9.999999046,26.99554537
479.24,-9.999999046,26.9219919
479.25,-9.999999046,26.84884527
479.26,-9.999999046,26.77610719
479.27,-9.999999046,26.70378111
479.28,-9.999999046,26.63186529
479.29,-9.999999046,26.56036318
479.3,-9.999999046,26.48927305
479.31,-9.999999046,26.41859663
479.32,-9.999999046,26.34833734
479.33,-9.999999046,26.27849176
479.34,-9.999999046,26.20906503
479.35,-9.999999046,26.14005544
479.36,-9.999999046,26.07146643
479.37,-9.999999046,26.00329626
479.38,-9.999999046,25.9355501
479.39,-9.999999046,25.86822622
479.4,-9.999999046,25.80132635
479.41,-9.999999046,25.73485391
479.42,-9.999999046,25.66880892
479.43,-9.999999046,25.60319307
479.44,-9.999999046,25.53800981
479.45,-9.999999046,25.47325914
479.46,-9.999999046,25.40894449
479.47,-9.999999046,25.34506586
479.48,-9.999999046,25.28162496
479.49,-9.999999046,25.21862524
479.5,-9.999999046,25.15606668
479.51,-9.999999046,25.09395273
479.52,-9.999999046,25.03228338
479.53,-9.999999046,24.97106035
479.54,-9.999999046,24.91028536
479.55,-9.999999046,24.84996183
479.56,-9.999999046,24.79008806
479.57,-9.999999046,24.73066919
479.58,-9.999999046,24.67170179
479.59,-9.999999046,24.61319101
479.6,-9.999999046,24.55513857
479.61,-9.999999046,24.49754274
479.62,-9.999999046,24.44040525
479.63,-9.999999046,24.38372953
479.64,-9.999999046,24.32751558
479.65,-9.999999046,24.27176168
479.66,-9.999999046,24.21647299
479.67,-9.999999046,24.16164606
479.68,-9.999999046,24.1072809
479.69,-9.999999046,24.05338095
479.7,-9.999999046,23.99994276
479.71,-9.999999046,23.94696806
479.72,-9.999999046,23.89445341
479.73,-9.999999046,23.8423971
479.74,-9.999999046,23.79080084
479.75,-9.999999046,23.73965948
479.76,-9.999999046,23.68896959
479.77,-9.999999046,23.63873289
479.78,-9.999999046,23.58894423
479.79,-9.999999046,23.53960188
479.8,-9.999999046,23.49070242
479.81,-9.999999046,23.44224413
479.82,-10,23.39422358
479.83,-10,23.34663733
479.84,-10,23.29948023
479.85,-10,23.25275057
479.86,-10,23.2064432
479.87,-10,23.16055639
479.88,-10,23.11508158
479.89,-10,23.07001875
479.9,-10,23.02535933
479.91,-10,22.98110159
479.92,-10,22.93724039
479.93,-10,22.89376886
479.94,-10,22.85068186
479.95,-10,22.80797594
479.96,-10,22.76564425
479.97,-10,22.72368162
479.98,-10,22.68208464
479.99,-10,22.64084471
480,-10,22.59996012
480.01,-10,22.55942572
480.02,-10,22.51923292
480.03,-10,22.47938002
480.04,-10,22.43986357
480.05,-10,22.40067499
480.06,-10,22.36181257
480.07,-10,22.32327288
480.08,-10,22.28504732
480.09,-10,22.24713419
480.1,-10,22.20952833
480.11,-10,22.1722246
480.12,-10,22.13521784
480.13,-10,22.0985029
480.14,-10,22.06207979
480.15,-10,22.02594507
480.16,-10,21.99009874
480.17,-10,21.95453737
480.18,-10,21.91926611
480.19,-10,21.88428496
480.2,-10,21.84959391
480.21,-10,21.81520327
480.22,-10,21.7811199
480.23,-10,21.74734381
480.24,-10,21.71387327
480.25,-10,21.6807083
480.26,-10,21.64785059
480.27,-10,21.61530188
480.28,-10,21.58306387
480.29,-10,21.55113314
480.3,-10,21.51951483
480.31,-10,21.48820551
480.32,-10,21.45720862
480.33,-10,21.42652415
480.34,-10,21.39615381
480.35,-10,21.36609591
480.36,-10,21.33635386
480.37,-10,21.30692595
480.38,-10,21.27781218
480.39,-10,21.24901598
480.4,-10,21.22053393
480.41,-10,21.19236601
480.42,-10,21.16451224
480.43,-10,21.13697088
480.44,-10,21.10974024
480.45,-10,21.08281859
480.46,-10,21.05620249
480.47,-10,21.02989023
480.48,-10,21.00387667
480.49,-10,20.97816008
480.5,-10,20.9527336
480.51,-10,20.92759722
480.52,-10,20.90274237
480.53,-10,20.87816561
480.54,-10,20.85386351
480.55,-10,20.8298292
480.56,-10,20.80605582
480.57,-10,20.78253649
480.58,-10,20.75926779
480.59,-10,20.73624457
480.6,-10,20.71345995
480.61,-10,20.69091051
480.62,-10,20.66858938
480.63,-10,20.64649485
480.64,-10,20.62461832
480.65,-10,20.60295466
480.66,-10,20.58150214
480.67,-10,20.56025561
480.68,-10,20.53920992
480.69,-10,20.51835993
480.7,-10,20.4977022
